document_id,brand_name,model_name,knowledge_type,file_name,page_number,title,parts_name,parts_number,page_content
doosan-parts-38,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,51,Wiring Gp_세부 부품 목록,Wiring Group (와이어링 그룹),1-140-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""D560094"", ""Q'ty"": ""1"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""D668515"", ""Q'ty"": ""2"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""S0505363"", ""Q'ty"": ""2"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""D917024"", ""Q'ty"": ""1"", ""Part Name"": ""로크와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""S0511563"", ""Q'ty"": ""2"", ""Part Name"": ""헥스볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""D917093"", ""Q'ty"": ""1"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""D557319"", ""Q'ty"": ""2"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""D544024"", ""Q'ty"": ""1"", ""Part Name"": ""브레이커어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""D915014"", ""Q'ty"": ""2"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""301204-00004"", ""Q'ty"": ""1"", ""Part Name"": ""프리히트릴레이어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""D917092"", ""Q'ty"": ""10"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""D544041"", ""Q'ty"": ""1"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""13"", ""Part No."": ""110414-02313"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""14"", ""Part No."": ""S0511663"", ""Q'ty"": ""1"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""S3450983"", ""Q'ty"": ""2"", ""Part Name"": ""나사"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""S5102303"", ""Q'ty"": ""2"", ""Part Name"": ""스프링와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""S9940104"", ""Q'ty"": ""1"", ""Part Name"": ""그로멧"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""S0508663"", ""Q'ty"": ""10"", ""Part Name"": ""플러그&오링어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""19"", ""Part No."": ""D580786"", ""Q'ty"": ""4"", ""Part Name"": ""스트랩"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""20"", ""Part No."": ""110414-01034"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""21"", ""Part No."": ""D917094"", ""Q'ty"": ""8"", ""Part Name"": ""릴리프밸브"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""22"", ""Part No."": ""S4012333"", ""Q'ty"": ""2"", ""Part Name"": ""너트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""23"", ""Part No."": ""110508-12171"", ""Q'ty"": ""1"", ""Part Name"": ""커버"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""24"", ""Part No."": ""S0504863"", ""Q'ty"": ""4"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""25"", ""Part No."": ""250204-04614"", ""Q'ty"": ""1"", ""Part Name"": ""플레이트어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""26"", ""Part No."": ""S0504363"", ""Q'ty"": ""2"", ""Part Name"": ""볼트"", ""Description"": """"}]}"
doosan-parts-39,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,52,Wiring Gp - Engine_도면,Wiring Group - Engine (와이어링 그룹 - 엔진),1-140-0,"{""text"": ""Figure : 1-140-0\nWiring Gp - Engine\nGroup No : 310208-00567\n\n\nG/N\nSerial No\nFig-No : 1-140-0 / Page-No :3 [SB5120]                   D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-40,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,53,Wiring Gp - Engine_세부 부품 목록,Wiring Group - Engine (와이어링 그룹 - 엔진),1-140-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""310208-00574"", ""Q'ty"": ""1"", ""Part Name"": ""와이어그룹"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-01"", ""Part No."": ""310207-03601"", ""Q'ty"": ""1"", ""Part Name"": ""엔진하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""-"", ""Part No."": ""D544082"", ""Q'ty"": ""2"", ""Part Name"": ""퓨즈-30A"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""-"", ""Part No."": ""D544005"", ""Q'ty"": ""7"", ""Part Name"": ""퓨즈-15A"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""-"", ""Part No."": ""A124008"", ""Q'ty"": ""3"", ""Part Name"": ""퓨즈-10A"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-02"", ""Part No."": ""110414-02414"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-03"", ""Part No."": ""S5000213"", ""Q'ty"": ""3"", ""Part Name"": ""평 와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-04"", ""Part No."": ""S3450813"", ""Q'ty"": ""4"", ""Part Name"": ""나 사"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-05"", ""Part No."": ""A404157"", ""Q'ty"": ""8"", ""Part Name"": ""릴레이어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-06"", ""Part No."": ""A402946"", ""Q'ty"": ""1"", ""Part Name"": ""러버"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""A404054"", ""Q'ty"": ""1"", ""Part Name"": ""온도센서어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""430201-00594"", ""Q'ty"": ""1"", ""Part Name"": ""어댑터"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""S8180251"", ""Q'ty"": ""1"", ""Part Name"": ""팩킹"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""D913003"", ""Q'ty"": ""1"", ""Part Name"": ""너트, 락"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""S5020513"", ""Q'ty"": ""1"", ""Part Name"": ""평 와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""S8040081"", ""Q'ty"": ""1"", ""Part Name"": ""오 링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""310207-02480"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""310207-03124"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""310207-02253"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""310207-02655"", ""Q'ty"": ""2"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}]}"
doosan-parts-41,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,54,Wiring Gp - F.C.U_도면,Wiring Group - F.C.U (와이어링 그룹 - F.C.U),1-150-0,"{""text"": ""DOOSAN\n\nFigure : 1-150-0\nWiring Gp - F.C.U\nGroup No : 310208-00570\n\n\nG/N\nSerial No\n\nFig-No : 1-150-0 / Page-No :1 [SB5120]                   D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-42,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,55,Wiring Gp - F.C.U_세부 부품 목록,Wiring Group - F.C.U (와이어링 그룹 - F.C.U),1-150-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""310207-04829"", ""Q'ty"": ""1"", ""Part Name"": ""하네스어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""-"", ""Part No."": ""A124008"", ""Q'ty"": ""1"", ""Part Name"": ""퓨즈-10A"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""301409-00034"", ""Q'ty"": ""1"", ""Part Name"": ""키스위치어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""02-01"", ""Part No."": ""110702-00160"", ""Q'ty"": ""1"", ""Part Name"": ""키세트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""02-02"", ""Part No."": ""D554213"", ""Q'ty"": ""4"", ""Part Name"": ""스크류"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""02-03"", ""Part No."": ""D554214"", ""Q'ty"": ""4"", ""Part Name"": ""로크와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""A401393"", ""Q'ty"": ""1"", ""Part Name"": ""리테이너"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""A334035"", ""Q'ty"": ""1"", ""Part Name"": ""부시어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""S3450353"", ""Q'ty"": ""2"", ""Part Name"": ""나 사"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""S5020313"", ""Q'ty"": ""2"", ""Part Name"": ""평 와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""S5000003"", ""Q'ty"": ""2"", ""Part Name"": ""평 와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""300611-00861"", ""Q'ty"": ""1"", ""Part Name"": ""콘트롤러어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""S3450943"", ""Q'ty"": ""2"", ""Part Name"": ""나 사"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""D580786"", ""Q'ty"": ""4"", ""Part Name"": ""스트랩"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""A401388"", ""Q'ty"": ""1"", ""Part Name"": ""벨로우즈"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""A401766"", ""Q'ty"": ""1"", ""Part Name"": ""플레이트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""13"", ""Part No."": ""D910198"", ""Q'ty"": ""4"", ""Part Name"": ""6각구멍붙이소켓볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""14"", ""Part No."": ""301404-00034"", ""Q'ty"": ""1"", ""Part Name"": ""방향스위치어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""S4012003"", ""Q'ty"": ""2"", ""Part Name"": ""너 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""D900052"", ""Q'ty"": ""1"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""D917068"", ""Q'ty"": ""1"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""S0508363"", ""Q'ty"": ""1"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""19"", ""Part No."": ""A404157"", ""Q'ty"": ""1"", ""Part Name"": ""릴레이어셈블리"", ""Description"": """"}]}"
doosan-parts-43,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,56,Battery Gp_도면,Battery Group (배터리 그룹),1-160-0,"{""text"": ""DOOSAN\n\nFigure : 1-160-0\nBattery Gp\nGroup No : 300101-00520\n\n       \nG/N\nSerial No\n\nFig-No : 1-160-0 / Page-No :1 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-44,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,57,Battery Gp_세부 부품 목록,Battery Group (배터리 그룹),1-160-0,"{""text"": """", ""table"": [{""S/C"": ""NS"", ""Item No."": ""1"", ""Part No."": ""110961-00357"", ""Q'ty"": ""1"", ""Part Name"": ""트레이모듈"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-01"", ""Part No."": ""A214080"", ""Q'ty"": ""1"", ""Part Name"": ""배터리어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-02"", ""Part No."": ""A212726"", ""Q'ty"": ""1"", ""Part Name"": ""배터리홀드다운"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-04"", ""Part No."": ""S4540603"", ""Q'ty"": ""2"", ""Part Name"": ""나비 너트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-05"", ""Part No."": ""S4012643"", ""Q'ty"": ""2"", ""Part Name"": ""너 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-06"", ""Part No."": ""D700505"", ""Q'ty"": ""2"", ""Part Name"": ""스터드"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-07"", ""Part No."": ""D900048"", ""Q'ty"": ""2"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""01-08"", ""Part No."": ""110961-00358"", ""Q'ty"": ""1"", ""Part Name"": ""트레이어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""310203-04575"", ""Q'ty"": ""1"", ""Part Name"": ""배터리케이블어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""D560094"", ""Q'ty"": ""1"", ""Part Name"": ""클립"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""S0511663"", ""Q'ty"": ""4"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""D147034"", ""Q'ty"": ""1"", ""Part Name"": ""밴드"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""D917093"", ""Q'ty"": ""4"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""D917024"", ""Q'ty"": ""2"", ""Part Name"": ""로크와셔"", ""Description"": """"}]}"
doosan-parts-45,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,58,Mounting Gp-Power Train_도면,Mounting Group-Power Train (마운팅 그룹-파워 트레인),1-170-0,"{""text"": ""DOOSAN\n\nFigure : 1-170-0\nMounting Gp-Power Train\nGroup No : A401037\n\n\nG/N\nSerial No\n\nFig-No : 1-170-0 / Page-No :1 [SB5120]                                D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-46,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,59,Mounting Gp-Power Train_세부 부품 목록,Mounting Group-Power Train (마운팅 그룹-파워 트레인),1-170-0,"{""text"": """", ""table"": [{""S/C"": """", ""Item No."": ""1"", ""Part No."": ""A331178"", ""Q'ty"": ""2"", ""Part Name"": ""마운팅러버"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""D700333"", ""Q'ty"": ""2"", ""Part Name"": ""심"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""D700334"", ""Q'ty"": ""2"", ""Part Name"": ""심"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""S0570661"", ""Q'ty"": ""2"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""D910342"", ""Q'ty"": ""2"", ""Part Name"": ""헥스볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""D917062"", ""Q'ty"": ""8"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""D913086"", ""Q'ty"": ""4"", ""Part Name"": ""너트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""S0566961"", ""Q'ty"": ""2"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""D917221"", ""Q'ty"": ""2"", ""Part Name"": ""하드와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""D917163"", ""Q'ty"": ""2"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""D917264"", ""Q'ty"": ""2"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""D582117"", ""Q'ty"": ""2"", ""Part Name"": ""너트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""13"", ""Part No."": ""S0508863"", ""Q'ty"": ""6"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""14"", ""Part No."": ""D917092"", ""Q'ty"": ""6"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""S4012643"", ""Q'ty"": ""4"", ""Part Name"": ""너트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""D917093"", ""Q'ty"": ""17"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": ""A"", ""Item No."": ""21"", ""Part No."": ""-"", ""Q'ty"": ""2"", ""Part Name"": ""러버"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""25"", ""Part No."": ""S0512063"", ""Q'ty"": ""4"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""26"", ""Part No."": ""S1212253"", ""Q'ty"": ""5"", ""Part Name"": ""헥스볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""27"", ""Part No."": ""S2562253"", ""Q'ty"": ""4"", ""Part Name"": ""스터드볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""28"", ""Part No."": ""S4052633"", ""Q'ty"": ""4"", ""Part Name"": ""너트"", ""Description"": """"}]}"
doosan-parts-47,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,60,Frame Gp-2.0/2.5 Ton_도면,Frame Group-2.0/2.5 Ton (프레임 그룹-2.0/2.5 톤),1-180-0,"{""text"": ""DOOSAN\n\nFigure : 1-180-0\nFrame Gp-2.0/2.5 Ton\nGroup No : 160609-04175\n\n\nG/N\nSerial No\nFig-No : 1-180-0 / Page-No :1 [SB5120]                    D20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
doosan-parts-48,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,61,Frame Gp-2.0/2.5 Ton_세부 부품 목록,Frame Group-2.0/2.5 Ton (프레임 그룹-2.0/2.5 톤),1-180-0,"{""text"": """", ""table"": [{""S/C"": ""NS"", ""Item No."": ""1"", ""Part No."": ""160609-04176"", ""Q'ty"": ""1"", ""Part Name"": ""프레임어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""2"", ""Part No."": ""D140158"", ""Q'ty"": ""2"", ""Part Name"": ""러버"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""3"", ""Part No."": ""250128-00411"", ""Q'ty"": ""1"", ""Part Name"": ""스텝플레이트;좌측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""4"", ""Part No."": ""250128-00412"", ""Q'ty"": ""1"", ""Part Name"": ""스텝플레이트;우측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""5"", ""Part No."": ""D917170"", ""Q'ty"": ""8"", ""Part Name"": ""와 셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""6"", ""Part No."": ""S0504663"", ""Q'ty"": ""8"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""7"", ""Part No."": ""110508-26283"", ""Q'ty"": ""1"", ""Part Name"": ""하이드로릭탱크커버"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""8"", ""Part No."": ""A401858"", ""Q'ty"": ""1"", ""Part Name"": ""가스켓"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""9"", ""Part No."": ""A432769"", ""Q'ty"": ""1"", ""Part Name"": ""캡어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""10"", ""Part No."": ""D516975"", ""Q'ty"": ""1"", ""Part Name"": ""리턴필터"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""11"", ""Part No."": ""D917092"", ""Q'ty"": ""16"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""12"", ""Part No."": ""S0509363"", ""Q'ty"": ""2"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""13"", ""Part No."": ""S0509263"", ""Q'ty"": ""10"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""14"", ""Part No."": ""D909156"", ""Q'ty"": ""2"", ""Part Name"": ""마그네틱플러그"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""15"", ""Part No."": ""S8040061"", ""Q'ty"": ""3"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""16"", ""Part No."": ""S8030061"", ""Q'ty"": ""1"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""17"", ""Part No."": ""D164457"", ""Q'ty"": ""1"", ""Part Name"": ""유압작동유필터"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""18"", ""Part No."": ""D580391"", ""Q'ty"": ""1"", ""Part Name"": ""엘보우"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""19"", ""Part No."": ""D580058"", ""Q'ty"": ""2"", ""Part Name"": ""하드와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""20"", ""Part No."": ""A213801"", ""Q'ty"": ""1"", ""Part Name"": ""티어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""21"", ""Part No."": ""S0511863"", ""Q'ty"": ""1"", ""Part Name"": ""볼트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""22"", ""Part No."": ""D917093"", ""Q'ty"": ""1"", ""Part Name"": ""와셔"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""23"", ""Part No."": ""A213902"", ""Q'ty"": ""1"", ""Part Name"": ""플러그"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""24"", ""Part No."": ""S8040051"", ""Q'ty"": ""1"", ""Part Name"": ""오링"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""25"", ""Part No."": ""110508-25680"", ""Q'ty"": ""1"", ""Part Name"": ""스텝커버;좌측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""26"", ""Part No."": ""110508-25681"", ""Q'ty"": ""1"", ""Part Name"": ""스텝커버;우측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""28"", ""Part No."": ""301316-00035"", ""Q'ty"": ""1"", ""Part Name"": ""연료센서어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""29"", ""Part No."": ""A402036"", ""Q'ty"": ""1"", ""Part Name"": ""필러어셈블리"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""30"", ""Part No."": ""A401876"", ""Q'ty"": ""1"", ""Part Name"": ""가스켓"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""31"", ""Part No."": ""A331904"", ""Q'ty"": ""1"", ""Part Name"": ""연료캡"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""-"", ""Part No."": ""A331905"", ""Q'ty"": ""1"", ""Part Name"": ""연료캡"", ""Description"": ""옵션, KEY 포함""}, {""S/C"": """", ""Item No."": ""32"", ""Part No."": ""A212207"", ""Q'ty"": ""2"", ""Part Name"": ""부싱"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""33"", ""Part No."": ""S0508863"", ""Q'ty"": ""4"", ""Part Name"": ""볼 트"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""34"", ""Part No."": ""S3452963"", ""Q'ty"": ""6"", ""Part Name"": ""나 사"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""35"", ""Part No."": ""110414-02415"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓;스텝커버;좌측"", ""Description"": """"}, {""S/C"": """", ""Item No."": ""36"", ""Part No."": ""110414-02416"", ""Q'ty"": ""1"", ""Part Name"": ""브라켓;스텝커버;우측"", ""Description"": """"}]}"
doosan-parts-49,doosan,D20/25/30/33S(SE)_7,parts_book,doosan_parts_book.pdf,62,Frame Gp-3.0/3.3 Ton_도면,Frame Group-3.0/3.3 Ton (프레임 그룹-3.0/3.3 톤),1-180-0,"{""text"": ""DOOSAN\n\nFigure : 1-180-0\nFrame Gp-3.0/3.3 Ton\nGroup No : 160609-04201\n\n\nG/N\nSerial No\nFig-No : 1-180-0 / Page-No :2 [SB5120]\nD20S7/D25S7/D30S7/S33S7 (G2 - TIER4)\n"", ""table"": []}"
